Pop1,Latitude,Longitude,Pop2,Latitude,Longitude,Distance,Fst,
FR-Port,43.0036000,6.3944000,FR-Clerm,46.0811000,3.0321000,314.4938654,0.184556,
EN-Worcestershire,52.3748000,-1.9588000,IS-Horn,64.3858000,-15.2892000,1232.426043,0.184457,
IS-Horn,64.3858000,-15.2892000,EN-Worcestershire,52.3748000,-1.9588000,1232.426043,0.184457,
FR-Haute,45.7959000,1.1346000,IT-Cal,38.1144388,15.6500000,1131.587558,0.184433,
IT-Cal,38.1144388,15.6500000,FR-Haute,45.7959000,1.1346000,1131.587558,0.184433,
BE-Dalhem,50.7167000,5.7500000,TN,36.7736000,8.6848000,977.0810127,0.184395,
TN,36.7736000,8.6848000,BE-Dalhem,50.7167000,5.7500000,977.0810127,0.184395,
FR-Cotes,48.5452000,-3.3963000,Sl-Sko,45.5710000,13.7924000,1205.252135,0.184347,
Sl-Sko,45.5710000,13.7924000,FR-Cotes,48.5452000,-3.3963000,1205.252135,0.184347,
DK-Ribe,55.2850000,8.6856000,ES-Avi,40.1371230,-5.2501880,1420.202978,0.184305,
ES-Avi,40.1371230,-5.2501880,DK-Ribe,55.2850000,8.6856000,1420.202978,0.184305,
ES-Can,43.3101810,-4.0745710,IS-Rey,64.1000000,-21.8000000,1855.268488,0.184272,
IS-Rey,64.1000000,-21.8000000,ES-Can,43.3101810,-4.0745710,1855.268488,0.184272,
IT-Aspr,38.1666700,16.0000000,SC-Inv,57.4574000,-4.2351000,1922.248163,0.184222,
SC-Inv,57.4574000,-4.2351000,IT-Aspr,38.1666700,16.0000000,1922.248163,0.184222,
DK,56.2639000,9.5018000,ES-Ast,43.1700000,-6.5000000,1426.829146,0.184028,
ES-Ast,43.1700000,-6.5000000,DK,56.2639000,9.5018000,1426.829146,0.184028,
IT-Abruz,42.4576000,13.9275000,PT-Cast,39.7010980,-7.3040680,1479.405137,0.184024,
PT-Cast,39.7010980,-7.3040680,IT-Abruz,42.4576000,13.9275000,1479.405137,0.184024,
BE-Namur,50.6474000,4.8720000,PT-Cast,39.7010980,-7.3040680,1130.444673,0.183948,
PT-Cast,39.7010980,-7.3040680,BE-Namur,50.6474000,4.8720000,1130.444673,0.183948,
EN-Kent,51.1269000,1.2578000,RS,44.7317030,20.4075950,1392.075065,0.183792,
PT-Cast,39.7010980,-7.3040680,EN-Kent,51.1269000,1.2578000,985.2344463,0.183792,
FR-Cap,43.1597180,6.6210730,IE,53.4129000,-8.2439000,1246.789589,0.183745,
IE,53.4129000,-8.2439000,FR-Cap,43.1597180,6.6210730,1246.789589,0.183745,
DK-Ribe,55.2850000,8.6856000,PL-Bory,53.7994342,17.5422478,620.1605625,0.183699,
PL-Bory,53.7994342,17.5422478,DK-Ribe,55.2850000,8.6856000,620.1605625,0.183699,
FR-Somme,50.0833000,1.5667000,SE-Nass,57.6520910,14.6974190,1044.180418,0.183451,
SE-Nass,57.6520910,14.6974190,FR-Somme,50.0833000,1.5667000,1044.180418,0.183451,
FR-Bany,42.4822000,3.1275000,WL-Angl,53.2143000,-4.3661000,904.1128666,0.18342,
WL-Angl,53.2143000,-4.3661000,FR-Bany,42.4822000,3.1275000,904.1128666,0.18342,
EN-Cornwall,50.4617000,-4.7347000,PL-Bory,53.7994342,17.5422478,1556.26766,0.183352,
PL-Bory,53.7994342,17.5422478,EN-Cornwall,50.4617000,-4.7347000,1556.26766,0.183352,
EN-Cumbria,54.2030000,-2.9520000,PT-Port,41.3194460,-8.7355600,971.3648528,0.183196,
PT-Port,41.3194460,-8.7355600,EN-Cumbria,54.2030000,-2.9520000,971.3648528,0.183196,
NO-Vest,59.4656000,10.0877000,Sl-Sko,45.5710000,13.7924000,973.441279,0.183193,
Sl-Sko,45.5710000,13.7924000,NO-Vest,59.4656000,10.0877000,973.441279,0.183193,
FR-Cap,43.1597180,6.6210730,WL-Angl,53.2143000,-4.3661000,1028.441233,0.183188,
WL-Angl,53.2143000,-4.3661000,FR-Cap,43.1597180,6.6210730,1028.441233,0.183188,
DE-Nordfriesland,54.4858000,9.0524000,TN,36.7736000,8.6848000,1209.571258,0.183005,
TN,36.7736000,8.6848000,DE-Nordfriesland,54.4858000,9.0524000,1209.571258,0.183005,
DK,56.2639000,9.5018000,NO-Rog,58.9833000,5.5667000,329.6244606,0.182969,
NO-Rog,58.9833000,5.5667000,DK,56.2639000,9.5018000,329.6244606,0.182969,
IS-Rey,64.1000000,-21.8000000,NO-Rog,58.9833000,5.5667000,1922.738953,0.182572,
NO-Rog,58.9833000,5.5667000,IS-Rey,64.1000000,-21.8000000,1922.738953,0.182572,
ES-Avi,40.1371230,-5.2501880,NO-Rog,58.9833000,5.5667000,1500.017039,0.182479,
NO-Rog,58.9833000,5.5667000,ES-Avi,40.1371230,-5.2501880,1500.017039,0.182479,
EN-Suffolk,52.3362000,0.5246000,ES-Avi,40.1371230,-5.2501880,931.7689415,0.182433,
ES-Avi,40.1371230,-5.2501880,EN-Suffolk,52.3362000,0.5246000,931.7689415,0.182433,
EN-Cornwall,50.4617000,-4.7347000,Sl-Sko,45.5710000,13.7924000,1323.581023,0.182389,
Sl-Sko,45.5710000,13.7924000,EN-Cornwall,50.4617000,-4.7347000,1323.581023,0.182389,
SE-Ska,59.4013320,13.5125290,SE-Ska,56.0000000,14.1000000,231.8475297,0.182306,
SE-Ska,56.0000000,14.1000000,SE-Karl,59.4013320,13.5125290,231.8475297,0.182306,
DK,56.2639000,9.5018000,FR-Clerm,46.0811000,3.0321000,829.8577362,0.182224,
FR-Clerm,46.0811000,3.0321000,DK,56.2639000,9.5018000,829.8577362,0.182224,
FR-Haute,45.7959000,1.1346000,IE-Down,54.3277000,-5.7158000,755.5131874,0.182208,
IE-Down,54.3277000,-5.7158000,FR-Haute,45.7959000,1.1346000,755.5131874,0.182208,
ES-Sal,40.9777810,-5.9651370,IT-Abruz,42.4576000,13.9275000,1378.484033,0.182177,
IT-Abruz,42.4576000,13.9275000,ES-Sal,40.9777810,-5.9651370,1378.484033,0.182177,
EN-Cornwall,50.4617000,-4.7347000,ES-Cuen,40.0202690,-1.8215450,747.9297541,0.181886,
ES-Cuen,40.0202690,-1.8215450,EN-Cornwall,50.4617000,-4.7347000,747.9297541,0.181886,
EN-Kent,51.1269000,1.2578000,ES-Cuen,40.0202690,-1.8215450,796.4146898,0.181825,
ES-Sal,40.9777810,-5.9651370,EN-Kent,51.1269000,1.2578000,860.0120757,0.181825,
EN-Suffolk,52.3362000,0.5246000,IT-Aspr,38.1666700,16.0000000,1441.068968,0.181816,
IT-Aspr,38.1666700,16.0000000,EN-Suffolk,52.3362000,0.5246000,1441.068968,0.181816,
EN-Worcestershire,52.3748000,-1.9588000,ES-Cuen,40.0202690,-1.8215450,853.3842595,0.181769,
ES-Cuen,40.0202690,-1.8215450,EN-Worcestershire,52.3748000,-1.9588000,853.3842595,0.181769,
EN-Cumbria,54.2030000,-2.9520000,IE-Down,54.3277000,-5.7158000,191.194123,0.181437,
IE-Down,54.3277000,-5.7158000,EN-Cumbria,54.2030000,-2.9520000,191.194123,0.181437,
FR-Haute,45.7959000,1.1346000,PL-Bory,53.7994342,17.5422478,1257.532618,0.181406,
PL-Bory,53.7994342,17.5422478,FR-Haute,45.7959000,1.1346000,1257.532618,0.181406,
IT-Aspr,38.1666700,16.0000000,NO-Rog,58.9833000,5.5667000,1584.322534,0.181243,
NO-Rog,58.9833000,5.5667000,IT-Aspr,38.1666700,16.0000000,1584.322534,0.181243,
PT-Port,41.3194460,-8.7355600,SC-Inv,57.4574000,-4.2351000,1150.615249,0.18122,
SC-Inv,57.4574000,-4.2351000,PT-Port,41.3194460,-8.7355600,1150.615249,0.18122,
DK-Ribe,55.2850000,8.6856000,IT-Aspr,38.1666700,16.0000000,1260.378295,0.181218,
IT-Aspr,38.1666700,16.0000000,DK-Ribe,55.2850000,8.6856000,1260.378295,0.181218,
BE-Dalhem,50.7167000,5.7500000,IT-Aspr,38.1666700,16.0000000,1106.780672,0.18121,
IT-Aspr,38.1666700,16.0000000,BE-Dalhem,50.7167000,5.7500000,1106.780672,0.18121,
BE-Namur,50.6474000,4.8720000,ES-Sal,40.9777810,-5.9651370,1003.037863,0.181146,
ES-Sal,40.9777810,-5.9651370,BE-Namur,50.6474000,4.8720000,1003.037863,0.181146,
EN-Kent,51.1269000,1.2578000,SE-Ska,56.0000000,14.1000000,947.9199398,0.181138,
SE-Karl,59.4013320,13.5125290,EN-Kent,51.1269000,1.2578000,1018.592087,0.181138,
BE-Namur,50.6474000,4.8720000,EN-Cumbria,54.2030000,-2.9520000,593.82337,0.181066,
EN-Cumbria,54.2030000,-2.9520000,BE-Namur,50.6474000,4.8720000,593.82337,0.181066,
DK-Ribe,55.2850000,8.6856000,WL-Angl,53.2143000,-4.3661000,913.1948377,0.180981,
WL-Angl,53.2143000,-4.3661000,DK-Ribe,55.2850000,8.6856000,913.1948377,0.180981,
EN-Suffolk,52.3362000,0.5246000,IE-Down,54.3277000,-5.7158000,452.6268621,0.1808,
IE-Down,54.3277000,-5.7158000,EN-Suffolk,52.3362000,0.5246000,452.6268621,0.1808,
BE-Ardennes,50.2500000,5.6666700,IS-Horn,64.3858000,-15.2892000,1741.866471,0.180744,
IS-Horn,64.3858000,-15.2892000,BE-Ardennes,50.2500000,5.6666700,1741.866471,0.180744,
DK,56.2639000,9.5018000,FR-Cotes,48.5452000,-3.3963000,1037.811165,0.180696,
FR-Cotes,48.5452000,-3.3963000,DK,56.2639000,9.5018000,1037.811165,0.180696,
EN-Worcestershire,52.3748000,-1.9588000,Sl-Sko,45.5710000,13.7924000,1184.153211,0.180636,
Sl-Sko,45.5710000,13.7924000,EN-Worcestershire,52.3748000,-1.9588000,1184.153211,0.180636,
DE-Grobenhaim,51.2833330,13.5500000,IT-Cal,38.1144388,15.6500000,892.3868001,0.180606,
IT-Cal,38.1144388,15.6500000,DE-Grobenhaim,51.2833330,13.5500000,892.3868001,0.180606,
IT-Abruz,42.4576000,13.9275000,TN,36.7736000,8.6848000,528.6959288,0.180441,
TN,36.7736000,8.6848000,IT-Abruz,42.4576000,13.9275000,528.6959288,0.180441,
IT-Abruz,42.4576000,13.9275000,SC-Inv,57.4574000,-4.2351000,1622.705099,0.18038,
SC-Inv,57.4574000,-4.2351000,IT-Abruz,42.4576000,13.9275000,1622.705099,0.18038,
ES-Ast,43.1700000,-6.5000000,WL-Angl,53.2143000,-4.3661000,706.5364904,0.18035,
WL-Angl,53.2143000,-4.3661000,ES-Ast,43.1700000,-6.5000000,706.5364904,0.18035,
IS-Rey,64.1000000,-21.8000000,NO-Vest,59.4656000,10.0877000,2225.999628,0.180338,
NO-Vest,59.4656000,10.0877000,IS-Rey,64.1000000,-21.8000000,2225.999628,0.180338,
ES-Ast,43.1700000,-6.5000000,IT-Cal,38.1144388,15.6500000,1569.370464,0.180241,
IT-Cal,38.1144388,15.6500000,ES-Ast,43.1700000,-6.5000000,1569.370464,0.180241,
FR-Bany,42.4822000,3.1275000,IE,53.4129000,-8.2439000,1088.657467,0.18002,
IE,53.4129000,-8.2439000,FR-Bany,42.4822000,3.1275000,1088.657467,0.18002,
EN-Worcestershire,52.3748000,-1.9588000,SE-Karl,59.4013320,13.5125290,1172.654179,0.179543,
SE-Karl,59.4013320,13.5125290,EN-Worcestershire,52.3748000,-1.9588000,1172.654179,0.179543,
FR-Clerm,46.0811000,3.0321000,WL-Angl,53.2143000,-4.3661000,709.959981,0.179442,
WL-Angl,53.2143000,-4.3661000,FR-Clerm,46.0811000,3.0321000,709.959981,0.179442,
EN-Worcestershire,52.3748000,-1.9588000,TN,36.7736000,8.6848000,1302.343511,0.179353,
TN,36.7736000,8.6848000,EN-Worcestershire,52.3748000,-1.9588000,1302.343511,0.179353,
FR-Bany,42.4822000,3.1275000,FR-Port,43.0036000,6.3944000,228.6062614,0.179303,
FR-Port,43.0036000,6.3944000,FR-Bany,42.4822000,3.1275000,228.6062614,0.179303,
ES-Can,43.3101810,-4.0745710,SE-Halm,56.6732080,12.8572190,1486.846359,0.179298,
SE-Halm,56.6732080,12.8572190,ES-Can,43.3101810,-4.0745710,1486.846359,0.179298,
ES-Can,43.3101810,-4.0745710,SE-Nass,57.6520910,14.6974190,1627.241079,0.179075,
SE-Nass,57.6520910,14.6974190,ES-Can,43.3101810,-4.0745710,1627.241079,0.179075,
FR-Bany,42.4822000,3.1275000,SE-Karl,59.4013320,13.5125290,1359.956436,0.179064,
SE-Karl,59.4013320,13.5125290,FR-Bany,42.4822000,3.1275000,1359.956436,0.179064,
ES-Ast,43.1700000,-6.5000000,SE-Karl,59.4013320,13.5125290,1775.765463,0.178899,
SE-Karl,59.4013320,13.5125290,ES-Ast,43.1700000,-6.5000000,1775.765463,0.178899,
DE-Nordfriesland,54.4858000,9.0524000,IE,53.4129000,-8.2439000,1197.594245,0.178879,
IE,53.4129000,-8.2439000,DE-Nordfriesland,54.4858000,9.0524000,1197.594245,0.178879,
BE-Ardennes,50.2500000,5.6666700,RS,44.7317030,20.4075950,1083.940848,0.178832,
RS,44.7317030,20.4075950,BE-Ardennes,50.2500000,5.6666700,1083.940848,0.178832,
EN-Suffolk,52.3362000,0.5246000,IT-Abruz,42.4576000,13.9275000,1146.479939,0.178729,
IT-Abruz,42.4576000,13.9275000,EN-Suffolk,52.3362000,0.5246000,1146.479939,0.178729,
ES-Can,43.3101810,-4.0745710,IT-Cal,38.1144388,15.6500000,1408.698732,0.178634,
IT-Cal,38.1144388,15.6500000,ES-Can,43.3101810,-4.0745710,1408.698732,0.178634,
EN-Cornwall,50.4617000,-4.7347000,PT-Cast,39.7010980,-7.3040680,760.4884886,0.178264,
PT-Cast,39.7010980,-7.3040680,EN-Cornwall,50.4617000,-4.7347000,760.4884886,0.178264,
IE,53.4129000,-8.2439000,NO-Rog,58.9833000,5.5667000,1028.746638,0.178221,
NO-Rog,58.9833000,5.5667000,IE,53.4129000,-8.2439000,1028.746638,0.178221,
IT-Aspr,38.1666700,16.0000000,SC-Edim,55.9575000,-3.2581000,1802.641272,0.178171,
SC-Edim,55.9575000,-3.2581000,IT-Aspr,38.1666700,16.0000000,1802.641272,0.178171,
FR-Clerm,46.0811000,3.0321000,SE-Karl,59.4013320,13.5125290,1162.706879,0.177996,
SE-Karl,59.4013320,13.5125290,FR-Clerm,46.0811000,3.0321000,1162.706879,0.177996,
FR-Clerm,46.0811000,3.0321000,IE,53.4129000,-8.2439000,928.7722224,0.177988,
IE,53.4129000,-8.2439000,FR-Clerm,46.0811000,3.0321000,928.7722224,0.177988,
IS-Rey,64.1000000,-21.8000000,SC-Inv,57.4574000,-4.2351000,1292.944045,0.177921,
SC-Inv,57.4574000,-4.2351000,IS-Rey,64.1000000,-21.8000000,1292.944045,0.177921,
FR-Cotes,48.5452000,-3.3963000,WL-Angl,53.2143000,-4.3661000,328.8307013,0.17787,
WL-Angl,53.2143000,-4.3661000,FR-Cotes,48.5452000,-3.3963000,328.8307013,0.17787,
BE-Namur,50.6474000,4.8720000,SC-Inv,57.4574000,-4.2351000,785.5746393,0.177843,
SC-Inv,57.4574000,-4.2351000,BE-Namur,50.6474000,4.8720000,785.5746393,0.177843,
DK,56.2639000,9.5018000,ES-Can,43.3101810,-4.0745710,1294.645518,0.177674,
ES-Can,43.3101810,-4.0745710,DK,56.2639000,9.5018000,1294.645518,0.177674,
IT-Abruz,42.4576000,13.9275000,NO-Rog,58.9833000,5.5667000,1264.144638,0.177584,
NO-Rog,58.9833000,5.5667000,IT-Abruz,42.4576000,13.9275000,1264.144638,0.177584,
PT-Port,41.3194460,-8.7355600,SC-Edim,55.9575000,-3.2581000,1074.52941,0.17754,
SC-Edim,55.9575000,-3.2581000,PT-Port,41.3194460,-8.7355600,1074.52941,0.17754,
FR-Cotes,48.5452000,-3.3963000,IE,53.4129000,-8.2439000,473.4560495,0.177511,
IE,53.4129000,-8.2439000,FR-Cotes,48.5452000,-3.3963000,473.4560495,0.177511,
DK-Ribe,55.2850000,8.6856000,PT-Port,41.3194460,-8.7355600,1540.703078,0.177419,
PT-Port,41.3194460,-8.7355600,DK-Ribe,55.2850000,8.6856000,1540.703078,0.177419,
EN-Kent,51.1269000,1.2578000,ES-Sal,40.9777810,-5.9651370,860.0120757,0.17719,
ES-Avi,40.1371230,-5.2501880,EN-Kent,51.1269000,1.2578000,881.912021,0.17719,
DK-Ribe,55.2850000,8.6856000,IT-Abruz,42.4576000,13.9275000,941.35687,0.176737,
IT-Abruz,42.4576000,13.9275000,DK-Ribe,55.2850000,8.6856000,941.35687,0.176737,
ES-Ast,43.1700000,-6.5000000,IE,53.4129000,-8.2439000,712.2425984,0.17671,
IE,53.4129000,-8.2439000,ES-Ast,43.1700000,-6.5000000,712.2425984,0.17671,
BE-Dalhem,50.7167000,5.7500000,IT-Abruz,42.4576000,13.9275000,796.8930983,0.176378,
IT-Abruz,42.4576000,13.9275000,BE-Dalhem,50.7167000,5.7500000,796.8930983,0.176378,
ES-Can,43.3101810,-4.0745710,WL-Angl,53.2143000,-4.3661000,682.8907479,0.176095,
ES-Ast,43.1700000,-6.5000000,BE-Ardennes,50.2500000,5.6666700,972.3463378,0.176095,
WL-Angl,53.2143000,-4.3661000,ES-Can,43.3101810,-4.0745710,682.8907479,0.176095,
EN-Cornwall,50.4617000,-4.7347000,ES-Sal,40.9777810,-5.9651370,658.0581698,0.17603,
ES-Sal,40.9777810,-5.9651370,EN-Cornwall,50.4617000,-4.7347000,658.0581698,0.17603,
EN-Cornwall,50.4617000,-4.7347000,SE-Karl,59.4013320,13.5125290,1402.272103,0.175912,
SE-Karl,59.4013320,13.5125290,EN-Cornwall,50.4617000,-4.7347000,1402.272103,0.175912,
DE-Nordfriesland,54.4858000,9.0524000,IT-Aspr,38.1666700,16.0000000,1200.208491,0.175865,
IT-Aspr,38.1666700,16.0000000,DE-Nordfriesland,54.4858000,9.0524000,1200.208491,0.175865,
DE-Nordfriesland,54.4858000,9.0524000,PT-Cast,39.7010980,-7.3040680,1521.291072,0.175826,
PT-Cast,39.7010980,-7.3040680,DE-Nordfriesland,54.4858000,9.0524000,1521.291072,0.175826,
BE-Dalhem,50.7167000,5.7500000,PT-Cast,39.7010980,-7.3040680,1179.308784,0.175703,
PT-Cast,39.7010980,-7.3040680,BE-Dalhem,50.7167000,5.7500000,1179.308784,0.175703,
NO-Rog,58.9833000,5.5667000,PT-Port,41.3194460,-8.7355600,1567.853943,0.175424,
PT-Port,41.3194460,-8.7355600,NO-Rog,58.9833000,5.5667000,1567.853943,0.175424,
FR-Bany,42.4822000,3.1275000,Sl-Sko,45.5710000,13.7924000,766.5875218,0.175347,
Sl-Sko,45.5710000,13.7924000,FR-Bany,42.4822000,3.1275000,766.5875218,0.175347,
FR-Somme,50.0833000,1.5667000,IE,53.4129000,-8.2439000,715.7584386,0.17529,
IE,53.4129000,-8.2439000,FR-Somme,50.0833000,1.5667000,715.7584386,0.17529,
EN-Worcestershire,52.3748000,-1.9588000,PT-Cast,39.7010980,-7.3040680,947.6254066,0.175074,
PT-Cast,39.7010980,-7.3040680,EN-Worcestershire,52.3748000,-1.9588000,947.6254066,0.175074,
DE-Nordfriesland,54.4858000,9.0524000,WL-Angl,53.2143000,-4.3661000,931.4549345,0.175046,
WL-Angl,53.2143000,-4.3661000,DE-Nordfriesland,54.4858000,9.0524000,931.4549345,0.175046,
FR-Somme,50.0833000,1.5667000,WL-Angl,53.2143000,-4.3661000,463.5224543,0.174812,
WL-Angl,53.2143000,-4.3661000,FR-Somme,50.0833000,1.5667000,463.5224543,0.174812,
EN-Suffolk,52.3362000,0.5246000,PT-Port,41.3194460,-8.7355600,992.4371263,0.174723,
PT-Port,41.3194460,-8.7355600,EN-Suffolk,52.3362000,0.5246000,992.4371263,0.174723,
IE-Down,54.3277000,-5.7158000,SC-Edim,55.9575000,-3.2581000,203.6036058,0.174654,
SC-Edim,55.9575000,-3.2581000,IE-Down,54.3277000,-5.7158000,203.6036058,0.174654,
FR-Haute,45.7959000,1.1346000,IS-Rey,64.1000000,-21.8000000,2009.346188,0.174566,
IS-Rey,64.1000000,-21.8000000,FR-Haute,45.7959000,1.1346000,2009.346188,0.174566,
FR-Cap,43.1597180,6.6210730,Sl-Sko,45.5710000,13.7924000,521.9905506,0.174522,
Sl-Sko,45.5710000,13.7924000,FR-Cap,43.1597180,6.6210730,521.9905506,0.174522,
FR-Haute,45.7959000,1.1346000,SE-Nass,57.6520910,14.6974190,1238.484081,0.174452,
SE-Nass,57.6520910,14.6974190,FR-Haute,45.7959000,1.1346000,1238.484081,0.174452,
ES-Cuen,40.0202690,-1.8215450,TN,36.7736000,8.6848000,759.738468,0.174415,
TN,36.7736000,8.6848000,ES-Cuen,40.0202690,-1.8215450,759.738468,0.174415,
DE-Grobenhaim,51.2833330,13.5500000,TN,36.7736000,8.6848000,1039.378416,0.174408,
TN,36.7736000,8.6848000,DE-Grobenhaim,51.2833330,13.5500000,1039.378416,0.174408,
IT-Abruz,42.4576000,13.9275000,SC-Edim,55.9575000,-3.2581000,1505.566928,0.174393,
SC-Edim,55.9575000,-3.2581000,IT-Abruz,42.4576000,13.9275000,1505.566928,0.174393,
ES-Avi,40.1371230,-5.2501880,IT-Aspr,38.1666700,16.0000000,1474.731308,0.173709,
IT-Aspr,38.1666700,16.0000000,ES-Avi,40.1371230,-5.2501880,1474.731308,0.173709,
ES-Ast,43.1700000,-6.5000000,FR-Port,43.0036000,6.3944000,891.181318,0.173701,
FR-Port,43.0036000,6.3944000,ES-Ast,43.1700000,-6.5000000,891.181318,0.173701,
EN-Worcestershire,52.3748000,-1.9588000,ES-Sal,40.9777810,-5.9651370,832.9379475,0.173684,
ES-Sal,40.9777810,-5.9651370,EN-Worcestershire,52.3748000,-1.9588000,832.9379475,0.173684,
BE-Dalhem,50.7167000,5.7500000,EN-Cumbria,54.2030000,-2.9520000,647.7329076,0.173672,
EN-Cumbria,54.2030000,-2.9520000,BE-Dalhem,50.7167000,5.7500000,647.7329076,0.173672,
FR-Haute,45.7959000,1.1346000,SE-Halm,56.6732080,12.8572190,1100.424892,0.173497,
SE-Halm,56.6732080,12.8572190,FR-Haute,45.7959000,1.1346000,1100.424892,0.173497,
DK,56.2639000,9.5018000,EN-Kent,51.1269000,1.2578000,670.29093,0.173421,
DE-Nordfriesland,54.4858000,9.0524000,SE-Karl,59.4013320,13.5125290,453.7863311,0.173153,
SE-Karl,59.4013320,13.5125290,DE-Nordfriesland,54.4858000,9.0524000,453.7863311,0.173153,
ES-Can,43.3101810,-4.0745710,SE-Karl,59.4013320,13.5125290,1641.808865,0.172843,
SE-Karl,59.4013320,13.5125290,ES-Can,43.3101810,-4.0745710,1641.808865,0.172843,
EN-Suffolk,52.3362000,0.5246000,IS-Rey,64.1000000,-21.8000000,1734.826182,0.172813,
IS-Rey,64.1000000,-21.8000000,EN-Suffolk,52.3362000,0.5246000,1734.826182,0.172813,
NO-Rog,58.9833000,5.5667000,WL-Angl,53.2143000,-4.3661000,793.5547412,0.172804,
WL-Angl,53.2143000,-4.3661000,NO-Rog,58.9833000,5.5667000,793.5547412,0.172804,
DE-Nordfriesland,54.4858000,9.0524000,ES-Sal,40.9777810,-5.9651370,1393.880765,0.172713,
ES-Sal,40.9777810,-5.9651370,DE-Nordfriesland,54.4858000,9.0524000,1393.880765,0.172713,
BE-Namur,50.6474000,4.8720000,SC-Edim,55.9575000,-3.2581000,670.8924056,0.172598,
SC-Edim,55.9575000,-3.2581000,BE-Namur,50.6474000,4.8720000,670.8924056,0.172598,
DE-Nordfriesland,54.4858000,9.0524000,IT-Abruz,42.4576000,13.9275000,881.1997187,0.172595,
IT-Abruz,42.4576000,13.9275000,DE-Nordfriesland,54.4858000,9.0524000,881.1997187,0.172595,
BE-Dalhem,50.7167000,5.7500000,ES-Sal,40.9777810,-5.9651370,1052.078135,0.172374,
ES-Sal,40.9777810,-5.9651370,BE-Dalhem,50.7167000,5.7500000,1052.078135,0.172374,
FR-Cotes,48.5452000,-3.3963000,SE-Karl,59.4013320,13.5125290,1385.569354,0.172215,
SE-Karl,59.4013320,13.5125290,FR-Cotes,48.5452000,-3.3963000,1385.569354,0.172215,
BE-Dalhem,50.7167000,5.7500000,SC-Inv,57.4574000,-4.2351000,832.2181215,0.172017,
SC-Inv,57.4574000,-4.2351000,BE-Dalhem,50.7167000,5.7500000,832.2181215,0.172017,
FR-Haute,45.7959000,1.1346000,FR-Port,43.0036000,6.3944000,411.313918,0.171925,
FR-Port,43.0036000,6.3944000,FR-Haute,45.7959000,1.1346000,411.313918,0.171925,
IE,53.4129000,-8.2439000,NO-Vest,59.4656000,10.0877000,1333.553435,0.171305,
NO-Vest,59.4656000,10.0877000,IE,53.4129000,-8.2439000,1333.553435,0.171305,
EN-Cornwall,50.4617000,-4.7347000,ES-Avi,40.1371230,-5.2501880,711.6873369,0.170992,
ES-Avi,40.1371230,-5.2501880,EN-Cornwall,50.4617000,-4.7347000,711.6873369,0.170992,
ES-Can,43.3101810,-4.0745710,IE,53.4129000,-8.2439000,751.4188585,0.170872,
IE,53.4129000,-8.2439000,ES-Can,43.3101810,-4.0745710,751.4188585,0.170872,
DK,56.2639000,9.5018000,EN-Worcestershire,52.3748000,-1.9588000,836.0482531,0.17079,
EN-Kent,51.1269000,1.2578000,DK,56.2639000,9.5018000,670.29093,0.17079,
EN-Worcestershire,52.3748000,-1.9588000,DK,56.2639000,9.5018000,836.0482531,0.17079,
ES-Can,43.3101810,-4.0745710,FR-Port,43.0036000,6.3944000,723.7998277,0.170501,
FR-Port,43.0036000,6.3944000,ES-Can,43.3101810,-4.0745710,723.7998277,0.170501,
DE-Grobenhaim,51.2833330,13.5500000,ES-Cuen,40.0202690,-1.8215450,1313.115949,0.170166,
ES-Cuen,40.0202690,-1.8215450,DE-Grobenhaim,51.2833330,13.5500000,1313.115949,0.170166,
BE-Namur,50.6474000,4.8720000,ES-Avi,40.1371230,-5.2501880,1007.736758,0.170009,
ES-Avi,40.1371230,-5.2501880,BE-Namur,50.6474000,4.8720000,1007.736758,0.170009,
BE-Namur,50.6474000,4.8720000,EN-Suffolk,52.3362000,0.5246000,322.2559979,0.169743,
EN-Suffolk,52.3362000,0.5246000,BE-Namur,50.6474000,4.8720000,322.2559979,0.169743,
BE-Ardennes,50.2500000,5.6666700,IT-Cal,38.1144388,15.6500000,1073.922853,0.169615,
IT-Cal,38.1144388,15.6500000,BE-Ardennes,50.2500000,5.6666700,1073.922853,0.169615,
DK,56.2639000,9.5018000,EN-Cornwall,50.4617000,-4.7347000,1061.908717,0.169484,
EN-Cornwall,50.4617000,-4.7347000,DK,56.2639000,9.5018000,1061.908717,0.169484,
BE-Namur,50.6474000,4.8720000,NO-Rog,58.9833000,5.5667000,575.6871682,0.169398,
NO-Rog,58.9833000,5.5667000,BE-Namur,50.6474000,4.8720000,575.6871682,0.169398,
NO-Vest,59.4656000,10.0877000,WL-Angl,53.2143000,-4.3661000,1087.624221,0.169362,
WL-Angl,53.2143000,-4.3661000,NO-Vest,59.4656000,10.0877000,1087.624221,0.169362,
FR-Somme,50.0833000,1.5667000,TN,36.7736000,8.6848000,1039.297912,0.169279,
TN,36.7736000,8.6848000,FR-Somme,50.0833000,1.5667000,1039.297912,0.169279,
ES-Avi,40.1371230,-5.2501880,IT-Abruz,42.4576000,13.9275000,1334.853887,0.169069,
IT-Abruz,42.4576000,13.9275000,ES-Avi,40.1371230,-5.2501880,1334.853887,0.169069,
